locus_tag	type	GO_ID	GO_term
b2266	process	GO:0006974	DNA damage response
b2268	process	GO:0008033	tRNA processing
b2268	process	GO:0042780	tRNA 3'-end processing
b2268	process	GO:0008033	tRNA processing
b2268	process	GO:0008033	tRNA processing
b2268	process	GO:0042780	tRNA 3'-end processing
b2269	process	GO:0016579	protein deubiquitination
b2269	process	GO:0006508	proteolysis
b2269	process	GO:0016926	protein desumoylation
b2271	process	GO:0006508	proteolysis
b2271	process	GO:0006508	proteolysis
b2276	process	GO:0042773	ATP synthesis coupled electron transport
b2276	process	GO:1902600	proton transmembrane transport
b2276	process	GO:0009060	aerobic respiration
b2276	process	GO:0015990	electron transport coupled proton transport
b2276	process	GO:0022904	respiratory electron transport chain
b2276	process	GO:0022904	respiratory electron transport chain
b2276	process	GO:0042773	ATP synthesis coupled electron transport
b2277	process	GO:0009060	aerobic respiration
b2277	process	GO:0009060	aerobic respiration
b2277	process	GO:0015990	electron transport coupled proton transport
b2277	process	GO:0015990	electron transport coupled proton transport
b2277	process	GO:0022904	respiratory electron transport chain
b2277	process	GO:0042773	ATP synthesis coupled electron transport
b2278	process	GO:0015990	electron transport coupled proton transport
b2278	process	GO:0015990	electron transport coupled proton transport
b2278	process	GO:0022904	respiratory electron transport chain
b2278	process	GO:0042773	ATP synthesis coupled electron transport
b2279	process	GO:0042773	ATP synthesis coupled electron transport
b2279	process	GO:0042773	ATP synthesis coupled electron transport
b2279	process	GO:0022904	respiratory electron transport chain
b2279	process	GO:0042773	ATP synthesis coupled electron transport
b2279	process	GO:1902600	proton transmembrane transport
b2280	process	GO:0022904	respiratory electron transport chain
b2280	process	GO:1902600	proton transmembrane transport
b2281	process	GO:0009060	aerobic respiration
b2281	process	GO:0009060	aerobic respiration
b2281	process	GO:0022904	respiratory electron transport chain
b2282	process	GO:0009060	aerobic respiration
b2282	process	GO:0009060	aerobic respiration
b2282	process	GO:0009060	aerobic respiration
b2282	process	GO:0009060	aerobic respiration
b2282	process	GO:0022904	respiratory electron transport chain
b2282	process	GO:1902600	proton transmembrane transport
b2283	process	GO:0009060	aerobic respiration
b2283	process	GO:0022904	respiratory electron transport chain
b2283	process	GO:0022904	respiratory electron transport chain
b2283	process	GO:0042773	ATP synthesis coupled electron transport
b2283	process	GO:0045333	cellular respiration
b2283	process	GO:1902600	proton transmembrane transport
b2284	process	GO:0009060	aerobic respiration
b2284	process	GO:0022904	respiratory electron transport chain
b2284	process	GO:0045333	cellular respiration
b2284	process	GO:1902600	proton transmembrane transport
b2285	process	GO:0022904	respiratory electron transport chain
b2285	process	GO:0022904	respiratory electron transport chain
b2285	process	GO:1902600	proton transmembrane transport
b2286	process	GO:0022904	respiratory electron transport chain
b2286	process	GO:1902600	proton transmembrane transport
b2286	process	GO:0022904	respiratory electron transport chain
b2286	process	GO:0022904	respiratory electron transport chain
b2286	process	GO:0022904	respiratory electron transport chain
b2286	process	GO:1902600	proton transmembrane transport
b2287	process	GO:0009060	aerobic respiration
b2287	process	GO:0015990	electron transport coupled proton transport
b2287	process	GO:0009060	aerobic respiration
b2287	process	GO:0015990	electron transport coupled proton transport
b2287	process	GO:0009060	aerobic respiration
b2287	process	GO:0009060	aerobic respiration
b2287	process	GO:0015990	electron transport coupled proton transport
b2287	process	GO:0015990	electron transport coupled proton transport
b2287	process	GO:0022904	respiratory electron transport chain
b2288	process	GO:1902600	proton transmembrane transport
b2288	process	GO:0022904	respiratory electron transport chain
b2288	process	GO:1902600	proton transmembrane transport
b2289	process	GO:0006351	DNA-templated transcription
b2289	process	GO:0006351	DNA-templated transcription
b2289	process	GO:0006351	DNA-templated transcription
b2289	process	GO:0045892	negative regulation of DNA-templated transcription
b2289	process	GO:0045893	positive regulation of DNA-templated transcription
b2289	process	GO:0006351	DNA-templated transcription
b2289	process	GO:0006355	regulation of DNA-templated transcription
b2289	process	GO:0006355	regulation of DNA-templated transcription
b2290	process	GO:0006523	alanine biosynthetic process
b2290	process	GO:0006974	DNA damage response
b2290	process	GO:0019272	L-alanine biosynthetic process from pyruvate
b2290	process	GO:0019272	L-alanine biosynthetic process from pyruvate
b2290	process	GO:0046677	response to antibiotic
b2290	process	GO:0008652	amino acid biosynthetic process
b2290	process	GO:0019272	L-alanine biosynthetic process from pyruvate
b2290	process	GO:0030632	D-alanine biosynthetic process
b2290	process	GO:0030632	D-alanine biosynthetic process
b2291	process	GO:0006226	dUMP biosynthetic process
b2291	process	GO:0010139	pyrimidine deoxyribonucleotide salvage
b2292	process	GO:0006813	potassium ion transport
b2292	process	GO:0055085	transmembrane transport
b2292	process	GO:0098655	monoatomic cation transmembrane transport
b2293	process	GO:0005975	carbohydrate metabolic process
b2294	process	GO:0006974	DNA damage response
b2294	process	GO:0006974	DNA damage response
b2295	process	GO:2001251	negative regulation of chromosome organization
b2296	process	GO:0019413	acetate biosynthetic process
b2296	process	GO:0019542	propionate biosynthetic process
b2296	process	GO:0006082	organic acid metabolic process
b2296	process	GO:0006083	acetate metabolic process
b2296	process	GO:0006083	acetate metabolic process
b2296	process	GO:0006085	acetyl-CoA biosynthetic process
b2296	process	GO:0044011	single-species biofilm formation on inanimate substrate
b2297	process	GO:0019413	acetate biosynthetic process
b2297	process	GO:0019427	acetyl-CoA biosynthetic process from acetate
b2297	process	GO:0045733	acetate catabolic process
b2297	process	GO:0070689	L-threonine catabolic process to propionate
b2297	process	GO:0006083	acetate metabolic process
b2297	process	GO:0006085	acetyl-CoA biosynthetic process
b2298	process	GO:0055085	transmembrane transport
b2301	process	GO:0042542	response to hydrogen peroxide
b2301	process	GO:0006559	L-phenylalanine catabolic process
b2301	process	GO:0006749	glutathione metabolic process
b2301	process	GO:0098869	cellular oxidant detoxification
b2302	process	GO:0006979	response to oxidative stress
b2302	process	GO:0098869	cellular oxidant detoxification
b2303	process	GO:0042559	pteridine-containing compound biosynthetic process
b2303	process	GO:0006760	folic acid-containing compound metabolic process
b2303	process	GO:0042559	pteridine-containing compound biosynthetic process
b2305	process	GO:0006310	DNA recombination
b2305	process	GO:0006310	DNA recombination
b2305	process	GO:0006310	DNA recombination
b2305	process	GO:0006310	DNA recombination
b2306	process	GO:0089709	L-histidine transmembrane transport
b2306	process	GO:1903810	L-histidine import across plasma membrane
b2306	process	GO:0003333	amino acid transmembrane transport
b2306	process	GO:0006865	amino acid transport
b2306	process	GO:0089718	amino acid import across plasma membrane
b2306	process	GO:1903810	L-histidine import across plasma membrane
b2307	process	GO:0006865	amino acid transport
b2307	process	GO:0006865	amino acid transport
b2307	process	GO:0055085	transmembrane transport
b2307	process	GO:0089718	amino acid import across plasma membrane
b2307	process	GO:1903810	L-histidine import across plasma membrane
b2308	process	GO:0089709	L-histidine transmembrane transport
b2308	process	GO:1903810	L-histidine import across plasma membrane
b2308	process	GO:0006865	amino acid transport
b2308	process	GO:0055085	transmembrane transport
b2308	process	GO:0089718	amino acid import across plasma membrane
b2308	process	GO:1903810	L-histidine import across plasma membrane
b2309	process	GO:0006865	amino acid transport
b2309	process	GO:1903810	L-histidine import across plasma membrane
b2310	process	GO:0006995	cellular response to nitrogen starvation
b2310	process	GO:0009267	cellular response to starvation
b2310	process	GO:0015822	ornithine transport
b2310	process	GO:0071294	cellular response to zinc ion
b2310	process	GO:1902022	L-lysine transport
b2310	process	GO:0006865	amino acid transport
b2310	process	GO:0089718	amino acid import across plasma membrane
b2311	process	GO:0006744	ubiquinone biosynthetic process
b2311	process	GO:0006744	ubiquinone biosynthetic process
b2311	process	GO:0006744	ubiquinone biosynthetic process
b2311	process	GO:0120232	prenyl-FMNH2 biosynthetic process
b2312	process	GO:0006164	purine nucleotide biosynthetic process
b2312	process	GO:0006164	purine nucleotide biosynthetic process
b2312	process	GO:0006164	purine nucleotide biosynthetic process
b2312	process	GO:0006541	glutamine metabolic process
b2312	process	GO:0006541	glutamine metabolic process
b2312	process	GO:0006164	purine nucleotide biosynthetic process
b2312	process	GO:0006164	purine nucleotide biosynthetic process
b2312	process	GO:0006189	'de novo' IMP biosynthetic process
b2312	process	GO:0009113	purine nucleobase biosynthetic process
b2313	process	GO:0009403	toxin biosynthetic process
b2313	process	GO:0009403	toxin biosynthetic process
b2314	process	GO:0032506	cytokinetic process
b2314	process	GO:0032506	cytokinetic process
b2314	process	GO:0032506	cytokinetic process
b2314	process	GO:0051301	cell division
b2315	process	GO:0006761	dihydrofolate biosynthetic process
b2315	process	GO:0009257	10-formyltetrahydrofolate biosynthetic process
b2315	process	GO:0046656	folic acid biosynthetic process
b2315	process	GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process
b2315	process	GO:0006730	one-carbon metabolic process
b2315	process	GO:0009396	folic acid-containing compound biosynthetic process
b2315	process	GO:0009396	folic acid-containing compound biosynthetic process
b2315	process	GO:0046654	tetrahydrofolate biosynthetic process
b2315	process	GO:0046656	folic acid biosynthetic process
b2315	process	GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process
b2316	process	GO:0006629	lipid metabolic process
b2316	process	GO:0006631	fatty acid metabolic process
b2316	process	GO:0006633	fatty acid biosynthetic process
b2316	process	GO:2001295	malonyl-CoA biosynthetic process
b2316	process	GO:0006629	lipid metabolic process
b2316	process	GO:0006631	fatty acid metabolic process
b2316	process	GO:0006633	fatty acid biosynthetic process
b2316	process	GO:2001295	malonyl-CoA biosynthetic process
b2316	process	GO:0006633	fatty acid biosynthetic process
b2316	process	GO:0006633	fatty acid biosynthetic process
b2316	process	GO:0017148	negative regulation of translation
b2316	process	GO:0042759	long-chain fatty acid biosynthetic process
b2316	process	GO:0006417	regulation of translation
b2316	process	GO:0006629	lipid metabolic process
b2316	process	GO:0006631	fatty acid metabolic process
b2316	process	GO:0006633	fatty acid biosynthetic process
b2316	process	GO:0006633	fatty acid biosynthetic process
b2316	process	GO:0006633	fatty acid biosynthetic process
b2316	process	GO:0017148	negative regulation of translation
b2316	process	GO:2001295	malonyl-CoA biosynthetic process
b2316	process	GO:2001295	malonyl-CoA biosynthetic process
b2316	process	GO:2001295	malonyl-CoA biosynthetic process
b2317	process	GO:0043093	FtsZ-dependent cytokinesis
b2317	process	GO:0055085	transmembrane transport
b2317	process	GO:0055085	transmembrane transport
b2318	process	GO:0001522	pseudouridine synthesis
b2318	process	GO:0006396	RNA processing
b2318	process	GO:0008033	tRNA processing
b2318	process	GO:0009451	RNA modification
b2318	process	GO:0031119	tRNA pseudouridine synthesis
b2318	process	GO:0001522	pseudouridine synthesis
b2318	process	GO:0006396	RNA processing
b2318	process	GO:0008033	tRNA processing
b2318	process	GO:0009451	RNA modification
b2318	process	GO:0031119	tRNA pseudouridine synthesis
b2318	process	GO:0031119	tRNA pseudouridine synthesis
b2318	process	GO:0001522	pseudouridine synthesis
b2318	process	GO:0006396	RNA processing
b2318	process	GO:0008033	tRNA processing
b2318	process	GO:0009451	RNA modification
b2318	process	GO:0031119	tRNA pseudouridine synthesis
b2318	process	GO:0031119	tRNA pseudouridine synthesis
b2319	process	GO:0008652	amino acid biosynthetic process
b2320	process	GO:0008615	pyridoxine biosynthetic process
b2320	process	GO:0036001	'de novo' pyridoxal 5'-phosphate biosynthetic process
b2320	process	GO:0008615	pyridoxine biosynthetic process
b2320	process	GO:0036001	'de novo' pyridoxal 5'-phosphate biosynthetic process
b2320	process	GO:0008615	pyridoxine biosynthetic process
b2320	process	GO:0008615	pyridoxine biosynthetic process
b2320	process	GO:0036001	'de novo' pyridoxal 5'-phosphate biosynthetic process
b2320	process	GO:0008615	pyridoxine biosynthetic process
b2320	process	GO:0008615	pyridoxine biosynthetic process
b2320	process	GO:0036001	'de novo' pyridoxal 5'-phosphate biosynthetic process
b2321	process	GO:0010468	regulation of gene expression
b2322	process	GO:0055085	transmembrane transport
b2323	process	GO:0006629	lipid metabolic process
b2323	process	GO:0006631	fatty acid metabolic process
b2323	process	GO:0006633	fatty acid biosynthetic process
b2323	process	GO:0044281	small molecule metabolic process
b2323	process	GO:0006633	fatty acid biosynthetic process
b2323	process	GO:1903966	monounsaturated fatty acid biosynthetic process
b2323	process	GO:0006629	lipid metabolic process
b2323	process	GO:0006631	fatty acid metabolic process
b2323	process	GO:0006633	fatty acid biosynthetic process
b2323	process	GO:0006633	fatty acid biosynthetic process
b2323	process	GO:0044281	small molecule metabolic process
b2324	process	GO:0002097	tRNA wobble base modification
b2324	process	GO:0002098	tRNA wobble uridine modification
b2324	process	GO:0008033	tRNA processing
b2324	process	GO:0032259	methylation
b2324	process	GO:0002098	tRNA wobble uridine modification
b2324	process	GO:0030488	tRNA methylation
b2324	process	GO:0002097	tRNA wobble base modification
b2324	process	GO:0002098	tRNA wobble uridine modification
b2324	process	GO:0008033	tRNA processing
b2324	process	GO:0032259	methylation
b2326	process	GO:0043687	post-translational protein modification
b2327	process	GO:0009408	response to heat
b2328	process	GO:0000270	peptidoglycan metabolic process
b2328	process	GO:0006508	proteolysis
b2328	process	GO:0000270	peptidoglycan metabolic process
b2328	process	GO:0006508	proteolysis
b2328	process	GO:0000270	peptidoglycan metabolic process
b2328	process	GO:0000270	peptidoglycan metabolic process
b2328	process	GO:0000270	peptidoglycan metabolic process
b2328	process	GO:0000270	peptidoglycan metabolic process
b2328	process	GO:0009252	peptidoglycan biosynthetic process
b2328	process	GO:0009410	response to xenobiotic stimulus
b2328	process	GO:0000270	peptidoglycan metabolic process
b2328	process	GO:0006508	proteolysis
b2329	process	GO:0008652	amino acid biosynthetic process
b2329	process	GO:0009073	aromatic amino acid family biosynthetic process
b2329	process	GO:0009423	chorismate biosynthetic process
b2329	process	GO:0008652	amino acid biosynthetic process
b2329	process	GO:0009073	aromatic amino acid family biosynthetic process
b2329	process	GO:0009423	chorismate biosynthetic process
b2329	process	GO:0009423	chorismate biosynthetic process
b2329	process	GO:0008652	amino acid biosynthetic process
b2329	process	GO:0009073	aromatic amino acid family biosynthetic process
b2329	process	GO:0009073	aromatic amino acid family biosynthetic process
b2329	process	GO:0009423	chorismate biosynthetic process
b2329	process	GO:0009423	chorismate biosynthetic process
b2330	process	GO:0006479	protein methylation
b2330	process	GO:0018364	peptidyl-glutamine methylation
b2330	process	GO:0018364	peptidyl-glutamine methylation
b2330	process	GO:0032259	methylation
b2331	process	GO:0072344	rescue of stalled cytosolic ribosome
b2331	process	GO:0072344	rescue of stalled cytosolic ribosome
b2331	process	GO:0072344	rescue of stalled cytosolic ribosome
b2331	process	GO:0072344	rescue of stalled cytosolic ribosome
b2331	process	GO:0072344	rescue of stalled cytosolic ribosome
b2333	process	GO:0007155	cell adhesion
b2333	process	GO:0007155	cell adhesion
b2333	process	GO:0043709	cell adhesion involved in single-species biofilm formation
b2334	process	GO:0007155	cell adhesion
b2334	process	GO:0007155	cell adhesion
b2334	process	GO:0043709	cell adhesion involved in single-species biofilm formation
b2335	process	GO:0007155	cell adhesion
b2335	process	GO:0007155	cell adhesion
b2335	process	GO:0043709	cell adhesion involved in single-species biofilm formation
b2336	process	GO:0006457	protein folding
b2336	process	GO:0071555	cell wall organization
b2339	process	GO:0007155	cell adhesion
b2339	process	GO:0007155	cell adhesion
b2339	process	GO:0043709	cell adhesion involved in single-species biofilm formation
b2340	process	GO:0035971	peptidyl-histidine dephosphorylation
b2340	process	GO:0070297	regulation of phosphorelay signal transduction system
b2340	process	GO:0070297	regulation of phosphorelay signal transduction system
b2341	process	GO:0006629	lipid metabolic process
b2341	process	GO:0006631	fatty acid metabolic process
b2341	process	GO:0006635	fatty acid beta-oxidation
b2341	process	GO:0016042	lipid catabolic process
b2341	process	GO:0006629	lipid metabolic process
b2341	process	GO:0006631	fatty acid metabolic process
b2341	process	GO:0006635	fatty acid beta-oxidation
b2341	process	GO:0016042	lipid catabolic process
b2341	process	GO:0006635	fatty acid beta-oxidation
b2341	process	GO:0006629	lipid metabolic process
b2341	process	GO:0006631	fatty acid metabolic process
b2341	process	GO:0006635	fatty acid beta-oxidation
b2341	process	GO:0006635	fatty acid beta-oxidation
b2341	process	GO:0006635	fatty acid beta-oxidation
b2341	process	GO:0016042	lipid catabolic process
b2342	process	GO:0006629	lipid metabolic process
b2342	process	GO:0006631	fatty acid metabolic process
b2342	process	GO:0006635	fatty acid beta-oxidation
b2342	process	GO:0016042	lipid catabolic process
b2342	process	GO:0044281	small molecule metabolic process
b2342	process	GO:0006629	lipid metabolic process
b2342	process	GO:0006631	fatty acid metabolic process
b2342	process	GO:0006635	fatty acid beta-oxidation
b2342	process	GO:0016042	lipid catabolic process
b2342	process	GO:0044281	small molecule metabolic process
b2342	process	GO:0006635	fatty acid beta-oxidation
b2342	process	GO:0033542	fatty acid beta-oxidation, unsaturated, even number
b2342	process	GO:0006629	lipid metabolic process
b2342	process	GO:0006631	fatty acid metabolic process
b2342	process	GO:0006635	fatty acid beta-oxidation
b2342	process	GO:0006635	fatty acid beta-oxidation
b2342	process	GO:0016042	lipid catabolic process
b2342	process	GO:0044281	small molecule metabolic process
b2344	process	GO:0015909	long-chain fatty acid transport
b2344	process	GO:0015909	long-chain fatty acid transport
b2344	process	GO:0006869	lipid transport
b2344	process	GO:0055085	transmembrane transport
b2346	process	GO:0120010	intermembrane phospholipid transfer
b2346	process	GO:0120010	intermembrane phospholipid transfer
b2347	process	GO:0015724	formate transport
b2347	process	GO:0055085	transmembrane transport
b2349	process	GO:0032359	provirus excision
b2349	process	GO:0006310	DNA recombination
b2349	process	GO:0015074	DNA integration
b2349	process	GO:0032359	provirus excision
b2349	process	GO:0044826	viral genome integration into host DNA
b2349	process	GO:0046718	symbiont entry into host cell
b2349	process	GO:0075713	establishment of integrated proviral latency
b2350	process	GO:0006783	heme biosynthetic process
b2350	process	GO:0000271	polysaccharide biosynthetic process
b4780	process	GO:0030308	negative regulation of cell growth
b2354	process	GO:0006979	response to oxidative stress
b2356	process	GO:0016032	viral process
b2356	process	GO:0009307	DNA restriction-modification system
b2356	process	GO:0032259	methylation
b2358	process	GO:0006979	response to oxidative stress
b2360	process	GO:0016032	viral process
b2362	process	GO:0006979	response to oxidative stress
b4501	process	GO:2000143	negative regulation of DNA-templated transcription initiation
b4501	process	GO:2000143	negative regulation of DNA-templated transcription initiation
b4501	process	GO:0006310	DNA recombination
b4501	process	GO:0006351	DNA-templated transcription
b2364	process	GO:0006351	DNA-templated transcription
b2364	process	GO:0006351	DNA-templated transcription
b2364	process	GO:0006355	regulation of DNA-templated transcription
b2365	process	GO:0006974	DNA damage response
b2365	process	GO:0042942	D-serine transmembrane transport
b2365	process	GO:0006865	amino acid transport
b2365	process	GO:0035429	gluconate transmembrane transport
b2365	process	GO:0035429	gluconate transmembrane transport
b2366	process	GO:0006520	amino acid metabolic process
b2366	process	GO:0009097	isoleucine biosynthetic process
b2366	process	GO:0036088	D-serine catabolic process
b2366	process	GO:0046416	D-amino acid metabolic process
b2366	process	GO:0006520	amino acid metabolic process
b2366	process	GO:0009097	isoleucine biosynthetic process
b2366	process	GO:0036088	D-serine catabolic process
b2366	process	GO:0046416	D-amino acid metabolic process
b2366	process	GO:0006974	DNA damage response
b2366	process	GO:0036088	D-serine catabolic process
b2366	process	GO:0036088	D-serine catabolic process
b2366	process	GO:0051410	detoxification of nitrogen compound
b2366	process	GO:0070178	D-serine metabolic process
b2366	process	GO:0006520	amino acid metabolic process
b2366	process	GO:0036088	D-serine catabolic process
b2366	process	GO:0046416	D-amino acid metabolic process
b2367	process	GO:0006974	DNA damage response
b2367	process	GO:0015721	bile acid and bile salt transport
b2367	process	GO:0046677	response to antibiotic
b2367	process	GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane
b2367	process	GO:0015721	bile acid and bile salt transport
b2367	process	GO:0055085	transmembrane transport
b2367	process	GO:0055085	transmembrane transport
b2367	process	GO:0140330	xenobiotic detoxification by transmembrane export across the cell outer membrane
b2367	process	GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane
b2368	process	GO:0006974	DNA damage response
b2368	process	GO:0015721	bile acid and bile salt transport
b2368	process	GO:0046677	response to antibiotic
b2368	process	GO:0046677	response to antibiotic
b2368	process	GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane
b2368	process	GO:0015721	bile acid and bile salt transport
b2368	process	GO:0015721	bile acid and bile salt transport
b2368	process	GO:0046677	response to antibiotic
b2368	process	GO:0140330	xenobiotic detoxification by transmembrane export across the cell outer membrane
b2368	process	GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane
b2368	process	GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane
b2369	process	GO:0006355	regulation of DNA-templated transcription
b2369	process	GO:0000160	phosphorelay signal transduction system
b2369	process	GO:0006351	DNA-templated transcription
b2369	process	GO:0006355	regulation of DNA-templated transcription
b2370	process	GO:0007165	signal transduction
b2370	process	GO:0010038	response to metal ion
b2370	process	GO:0010447	response to acidic pH
b2370	process	GO:0046777	protein autophosphorylation
b2370	process	GO:0000160	phosphorelay signal transduction system
b2370	process	GO:0007165	signal transduction
b2370	process	GO:0010447	response to acidic pH
b2372	process	GO:0055085	transmembrane transport
b2373	process	GO:0071468	cellular response to acidic pH
b2373	process	GO:0001561	fatty acid alpha-oxidation
b2373	process	GO:0033611	oxalate catabolic process
b2373	process	GO:0033611	oxalate catabolic process
b2373	process	GO:0033611	oxalate catabolic process
b2374	process	GO:0033611	oxalate catabolic process
b2374	process	GO:0033611	oxalate catabolic process
b2374	process	GO:0071468	cellular response to acidic pH
b2374	process	GO:0033611	oxalate catabolic process
b2376	process	GO:0009242	colanic acid biosynthetic process
b2378	process	GO:0009409	response to cold
b2378	process	GO:0036104	Kdo2-lipid A biosynthetic process
b2378	process	GO:0009103	lipopolysaccharide biosynthetic process
b2378	process	GO:0009245	lipid A biosynthetic process
b2378	process	GO:0009245	lipid A biosynthetic process
b2378	process	GO:0009247	glycolipid biosynthetic process
b2378	process	GO:0009409	response to cold
b2378	process	GO:0036104	Kdo2-lipid A biosynthetic process
b2379	process	GO:0006523	alanine biosynthetic process
b2379	process	GO:0019272	L-alanine biosynthetic process from pyruvate
b2379	process	GO:0019272	L-alanine biosynthetic process from pyruvate
b2379	process	GO:0008652	amino acid biosynthetic process
b2379	process	GO:0019272	L-alanine biosynthetic process from pyruvate
b2379	process	GO:0030632	D-alanine biosynthetic process
b2379	process	GO:0030632	D-alanine biosynthetic process
b2382	process	GO:0006355	regulation of DNA-templated transcription
b2382	process	GO:0006351	DNA-templated transcription
b2382	process	GO:0006355	regulation of DNA-templated transcription
b2382	process	GO:0006355	regulation of DNA-templated transcription
b2383	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b2383	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b2383	process	GO:0015764	N-acetylglucosamine transport
b2384	process	GO:0006508	proteolysis
b2385	process	GO:0006508	proteolysis
b2385	process	GO:0006508	proteolysis
b2385	process	GO:0006508	proteolysis
b2386	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b2386	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b2386	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b2387	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b2387	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b2387	process	GO:0015755	fructose transmembrane transport
b2388	process	GO:0006096	glycolytic process
b2388	process	GO:0051156	glucose 6-phosphate metabolic process
b2388	process	GO:0006096	glycolytic process
b2388	process	GO:0051156	glucose 6-phosphate metabolic process
b2388	process	GO:0006096	glycolytic process
b2388	process	GO:0006096	glycolytic process
b2388	process	GO:0051156	glucose 6-phosphate metabolic process
b2389	process	GO:0006811	monoatomic ion transport
b2389	process	GO:0006821	chloride transport
b2389	process	GO:0034220	monoatomic ion transmembrane transport
b2389	process	GO:0055085	transmembrane transport
b2389	process	GO:1902476	chloride transmembrane transport
b2389	process	GO:0006811	monoatomic ion transport
b2389	process	GO:0006821	chloride transport
b2389	process	GO:0034220	monoatomic ion transmembrane transport
b2389	process	GO:0055085	transmembrane transport
b2389	process	GO:1902476	chloride transmembrane transport
b2389	process	GO:0006811	monoatomic ion transport
b2389	process	GO:0006821	chloride transport
b2389	process	GO:0034220	monoatomic ion transmembrane transport
b2389	process	GO:0055085	transmembrane transport
b2389	process	GO:1902476	chloride transmembrane transport
b2392	process	GO:0006811	monoatomic ion transport
b2392	process	GO:0006828	manganese ion transport
b2392	process	GO:0030001	metal ion transport
b2392	process	GO:0034755	iron ion transmembrane transport
b2392	process	GO:0070574	cadmium ion transmembrane transport
b2392	process	GO:0071421	manganese ion transmembrane transport
b2392	process	GO:0006811	monoatomic ion transport
b2392	process	GO:0006828	manganese ion transport
b2392	process	GO:0030001	metal ion transport
b2392	process	GO:0034755	iron ion transmembrane transport
b2392	process	GO:0070574	cadmium ion transmembrane transport
b2392	process	GO:0071421	manganese ion transmembrane transport
b2392	process	GO:0006824	cobalt ion transport
b2392	process	GO:0006826	iron ion transport
b2392	process	GO:0006826	iron ion transport
b2392	process	GO:0006828	manganese ion transport
b2392	process	GO:0015691	cadmium ion transport
b2392	process	GO:0015691	cadmium ion transport
b2392	process	GO:0030001	metal ion transport
b2392	process	GO:0030001	metal ion transport
b2392	process	GO:0006811	monoatomic ion transport
b2392	process	GO:0006828	manganese ion transport
b2392	process	GO:0006879	intracellular iron ion homeostasis
b2392	process	GO:0030001	metal ion transport
b2392	process	GO:0030026	intracellular manganese ion homeostasis
b2392	process	GO:0034599	cellular response to oxidative stress
b2392	process	GO:0034755	iron ion transmembrane transport
b2392	process	GO:0070574	cadmium ion transmembrane transport
b2392	process	GO:0140967	manganese import into cell
b2392	process	GO:1902600	proton transmembrane transport
b2393	process	GO:1901642	nucleoside transmembrane transport
b2393	process	GO:0015861	cytidine transport
b2393	process	GO:0015862	uridine transmembrane transport
b2393	process	GO:1901642	nucleoside transmembrane transport
b2393	process	GO:1901642	nucleoside transmembrane transport
b2393	process	GO:1901642	nucleoside transmembrane transport
b2394	process	GO:0006310	DNA recombination
b2394	process	GO:0006313	DNA transposition
b2394	process	GO:0032196	transposition
b2395	process	GO:1900190	regulation of single-species biofilm formation
b2400	process	GO:0006412	translation
b2400	process	GO:0006418	tRNA aminoacylation for protein translation
b2400	process	GO:0006424	glutamyl-tRNA aminoacylation
b2400	process	GO:0043039	tRNA aminoacylation
b2400	process	GO:0006424	glutamyl-tRNA aminoacylation
b2400	process	GO:0006424	glutamyl-tRNA aminoacylation
b2400	process	GO:0006412	translation
b2400	process	GO:0006418	tRNA aminoacylation for protein translation
b2400	process	GO:0006424	glutamyl-tRNA aminoacylation
b2400	process	GO:0006424	glutamyl-tRNA aminoacylation
b2400	process	GO:0043039	tRNA aminoacylation
b2405	process	GO:0045893	positive regulation of DNA-templated transcription
b2405	process	GO:0045893	positive regulation of DNA-templated transcription
b2405	process	GO:0006351	DNA-templated transcription
b2405	process	GO:0006355	regulation of DNA-templated transcription
b2405	process	GO:0006355	regulation of DNA-templated transcription
b2406	process	GO:0015858	nucleoside transport
b2406	process	GO:0055086	nucleobase-containing small molecule metabolic process
b2406	process	GO:0015858	nucleoside transport
b2406	process	GO:0015861	cytidine transport
b2406	process	GO:0015862	uridine transmembrane transport
b2406	process	GO:0015863	xanthosine transport
b2406	process	GO:0055085	transmembrane transport
b2406	process	GO:1901642	nucleoside transmembrane transport
b2407	process	GO:0015949	nucleobase-containing small molecule interconversion
b2407	process	GO:0034355	NAD+ biosynthetic process via the salvage pathway
b2407	process	GO:0055086	nucleobase-containing small molecule metabolic process
b2407	process	GO:1903228	xanthosine catabolic process
b2407	process	GO:0006139	nucleobase-containing compound metabolic process
b2407	process	GO:0006148	inosine catabolic process
b2407	process	GO:0006148	inosine catabolic process
b2407	process	GO:0006148	inosine catabolic process
b2407	process	GO:0006149	deoxyinosine catabolic process
