locus_tag	type	GO_ID	GO_term
BPS_RS14330	function	GO:0140327	flippase activity
BPS_RS14340	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS14340	process	GO:0006486	protein glycosylation
BPS_RS14345	function	GO:0003978	                     /GO_function=""GO:0003978 - UDP-glucose 4-epimerase
BPS_RS14345	process	GO:0006012	                     /GO_process=""GO:0006012 - galactose metabolic process
BPS_RS14350	function	GO:0016780	                     /GO_function=""GO:0016780 - phosphotransferase activity,
BPS_RS14350	function	GO:0046872	metal ion binding
BPS_RS14350	process	GO:0009252	                     /GO_process=""GO:0009252 - peptidoglycan biosynthetic
BPS_RS14365	function	GO:0016854	                     /GO_function=""GO:0016854 - racemase and epimerase activity
BPS_RS14370	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS14370	process	GO:0006486	protein glycosylation
BPS_RS14395	function	GO:0016747	                     /GO_function=""GO:0016747 - acyltransferase activity,
BPS_RS14405	component	GO:0016020	membrane
BPS_RS14405	component	GO:0043190	                     /GO_component=""GO:0043190 - ATP-binding cassette (ABC)
BPS_RS14405	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS14405	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS14405	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS14410	function	GO:0008831	                     /GO_function=""GO:0008831 - dTDP-4-dehydrorhamnose
BPS_RS14410	process	GO:0009243	                     /GO_process=""GO:0009243 - O antigen biosynthetic process
BPS_RS14410	process	GO:0019305	                     /GO_process=""GO:0019305 - dTDP-rhamnose biosynthetic
BPS_RS14415	function	GO:0008830	                     /GO_function=""GO:0008830 - dTDP-4-dehydrorhamnose
BPS_RS14415	process	GO:0019305	                     /GO_process=""GO:0019305 - dTDP-rhamnose biosynthetic
BPS_RS14420	function	GO:0008879	                     /GO_function=""GO:0008879 - glucose-1-phosphate
BPS_RS14420	process	GO:0000271	                     /GO_process=""GO:0000271 - polysaccharide biosynthetic
BPS_RS14420	process	GO:0019305	                     /GO_process=""GO:0019305 - dTDP-rhamnose biosynthetic
BPS_RS14425	function	GO:0008460	                     /GO_function=""GO:0008460 - dTDP-glucose 4,6-dehydratase
BPS_RS14425	process	GO:0009225	                     /GO_process=""GO:0009225 - nucleotide-sugar metabolic
BPS_RS14425	process	GO:0019305	                     /GO_process=""GO:0019305 - dTDP-rhamnose biosynthetic
BPS_RS14430	function	GO:0008803	                     /GO_function=""GO:0008803 -
BPS_RS14435	function	GO:0016746	                     /GO_function=""GO:0016746 - acyltransferase activity
BPS_RS14435	process	GO:0008654	                     /GO_process=""GO:0008654 - phospholipid biosynthetic
BPS_RS14445	function	GO:0004070	                     /GO_function=""GO:0004070 - aspartate carbamoyltransferase
BPS_RS14445	function	GO:0016597	amino acid binding
BPS_RS14445	process	GO:0006207	                     /GO_process=""GO:0006207 - 'de novo' pyrimidine nucleobase
BPS_RS14445	process	GO:0006520	                     /GO_process=""GO:0006520 - amino acid metabolic process
BPS_RS14450	process	GO:0009116	                     /GO_process=""GO:0009116 - nucleoside metabolic process
BPS_RS14455	process	GO:0006364	rRNA processing
BPS_RS14480	function	GO:0005524	ATP binding
BPS_RS14480	function	GO:0008902	                     /GO_function=""GO:0008902 - hydroxymethylpyrimidine kinase
BPS_RS14480	function	GO:0008972	                     /GO_function=""GO:0008972 - phosphomethylpyrimidine kinase
BPS_RS14480	process	GO:0009228	                     /GO_process=""GO:0009228 - thiamine biosynthetic process
BPS_RS14485	function	GO:0140662	                     /GO_function=""GO:0140662 - ATP-dependent protein folding
BPS_RS14485	process	GO:0042026	protein refolding
BPS_RS14490	function	GO:0005524	ATP binding
BPS_RS14490	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS14490	process	GO:0006457	protein folding
BPS_RS14505	function	GO:0003677	DNA binding
BPS_RS14510	function	GO:0008270	zinc ion binding
BPS_RS14510	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS14510	function	GO:0030554	                     /GO_function=""GO:0030554 - adenyl nucleotide binding
BPS_RS14525	component	GO:0009279	cell outer membrane
BPS_RS14525	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS14540	function	GO:0003677	DNA binding
BPS_RS14550	function	GO:0003677	DNA binding
BPS_RS14550	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS14550	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS14555	function	GO:0016747	                     /GO_function=""GO:0016747 - acyltransferase activity,
BPS_RS14560	component	GO:0016020	membrane
BPS_RS14560	process	GO:0006865	amino acid transport
BPS_RS14570	component	GO:0016020	membrane
BPS_RS14570	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS14570	process	GO:0006855	                     /GO_process=""GO:0006855 - xenobiotic transmembrane
BPS_RS14580	component	GO:0016020	membrane
BPS_RS14580	process	GO:0006810	transport
BPS_RS14595	function	GO:0008289	lipid binding
BPS_RS14605	function	GO:0018845	                     /GO_function=""GO:0018845 - 2-hydroxychromene-2-carboxylate
BPS_RS14605	function	GO:0043295	glutathione binding
BPS_RS14605	process	GO:1901170	                     /GO_process=""GO:1901170 - naphthalene catabolic process
BPS_RS14610	function	GO:0001216	                     /GO_function=""GO:0001216 - DNA-binding transcription
BPS_RS14610	function	GO:0003677	DNA binding
BPS_RS14610	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS14615	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS14615	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS14625	function	GO:0005524	ATP binding
BPS_RS14625	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS14625	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS14625	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS14630	component	GO:0009279	cell outer membrane
BPS_RS14630	function	GO:0015343	                     /GO_function=""GO:0015343 - siderophore-iron transmembrane
BPS_RS14630	function	GO:0038023	                     /GO_function=""GO:0038023 - signaling receptor activity
BPS_RS14645	function	GO:0004854	                     /GO_function=""GO:0004854 - xanthine dehydrogenase activity
BPS_RS14645	function	GO:0030151	                     /GO_function=""GO:0030151 - molybdenum ion binding
BPS_RS14645	process	GO:0009115	                     /GO_process=""GO:0009115 - xanthine catabolic process
BPS_RS14650	function	GO:0004854	                     /GO_function=""GO:0004854 - xanthine dehydrogenase activity
BPS_RS14650	function	GO:0050660	                     /GO_function=""GO:0050660 - flavin adenine dinucleotide
BPS_RS14650	process	GO:0009115	                     /GO_process=""GO:0009115 - xanthine catabolic process
BPS_RS14660	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS14660	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS14670	component	GO:0016020	membrane
BPS_RS14670	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS14670	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS14675	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS14675	function	GO:0043565	                     /GO_function=""GO:0043565 - sequence-specific DNA binding
BPS_RS14675	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS14680	function	GO:0030170	                     /GO_function=""GO:0030170 - pyridoxal phosphate binding
BPS_RS14690	component	GO:0032993	protein-DNA complex
BPS_RS14690	function	GO:0001216	                     /GO_function=""GO:0001216 - DNA-binding transcription
BPS_RS14690	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS14695	function	GO:0008720	                     /GO_function=""GO:0008720 - D-lactate dehydrogenase
BPS_RS14695	function	GO:0070404	NADH binding
BPS_RS14700	function	GO:0016722	                     /GO_function=""GO:0016722 - oxidoreductase activity, acting
BPS_RS14700	process	GO:0009236	                     /GO_process=""GO:0009236 - cobalamin biosynthetic process
BPS_RS14700	process	GO:0032363	FMN catabolic process
BPS_RS14705	component	GO:0005886	plasma membrane
BPS_RS14705	component	GO:0016020	membrane
BPS_RS14705	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS14705	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS14710	component	GO:0016020	membrane
BPS_RS14710	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS14710	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS14715	function	GO:0004334	                     /GO_function=""GO:0004334 - fumarylacetoacetase activity
BPS_RS14715	process	GO:0006559	                     /GO_process=""GO:0006559 - L-phenylalanine catabolic
BPS_RS14715	process	GO:0006572	                     /GO_process=""GO:0006572 - tyrosine catabolic process
BPS_RS14720	function	GO:0004411	                     /GO_function=""GO:0004411 - homogentisate 1,2-dioxygenase
BPS_RS14720	process	GO:0006559	                     /GO_process=""GO:0006559 - L-phenylalanine catabolic
BPS_RS14720	process	GO:0006572	                     /GO_process=""GO:0006572 - tyrosine catabolic process
BPS_RS14725	component	GO:0016020	membrane
BPS_RS14725	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS14725	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS14740	function	GO:0016787	hydrolase activity
BPS_RS14740	function	GO:0046872	metal ion binding
BPS_RS14750	function	GO:0016846	                     /GO_function=""GO:0016846 - carbon-sulfur lyase activity
BPS_RS14750	function	GO:0046872	metal ion binding
BPS_RS14755	function	GO:0003677	DNA binding
BPS_RS14755	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS14755	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS14770	function	GO:0008379	                     /GO_function=""GO:0008379 - thioredoxin peroxidase activity
BPS_RS14770	function	GO:0051920	                     /GO_function=""GO:0051920 - peroxiredoxin activity
BPS_RS14770	process	GO:0098869	                     /GO_process=""GO:0098869 - cellular oxidant detoxification
BPS_RS14775	component	GO:0005886	plasma membrane
BPS_RS14775	function	GO:0043022	ribosome binding
BPS_RS14790	component	GO:0016020	membrane
BPS_RS14790	process	GO:0043683	type IV pilus assembly
BPS_RS14815	function	GO:0008270	zinc ion binding
BPS_RS14815	function	GO:0140110	                     /GO_function=""GO:0140110 - transcription regulator
BPS_RS14815	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS14820	function	GO:0004372	                     /GO_function=""GO:0004372 - glycine
BPS_RS14820	function	GO:0008270	zinc ion binding
BPS_RS14820	function	GO:0030170	                     /GO_function=""GO:0030170 - pyridoxal phosphate binding
BPS_RS14820	function	GO:0070905	serine binding
BPS_RS14820	process	GO:0019264	                     /GO_process=""GO:0019264 - glycine biosynthetic process
BPS_RS14830	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS14835	component	GO:0005737	cytoplasm
BPS_RS14835	function	GO:0047617	                     /GO_function=""GO:0047617 - fatty acyl-CoA hydrolase
BPS_RS14840	component	GO:0016020	membrane
BPS_RS14840	process	GO:0043213	bacteriocin transport
BPS_RS14845	component	GO:0098567	                     /GO_component=""GO:0098567 - periplasmic side of plasma
BPS_RS14845	function	GO:0015078	                     /GO_function=""GO:0015078 - proton transmembrane
BPS_RS14845	process	GO:0061024	membrane organization
BPS_RS14845	process	GO:1902600	                     /GO_process=""GO:1902600 - proton transmembrane transport
BPS_RS14850	component	GO:0098567	                     /GO_component=""GO:0098567 - periplasmic side of plasma
BPS_RS14850	function	GO:0005215	transporter activity
BPS_RS14850	process	GO:0006810	transport
BPS_RS14855	component	GO:0042597	periplasmic space
BPS_RS14855	function	GO:0005215	transporter activity
BPS_RS14855	process	GO:0017038	protein import
BPS_RS14860	component	GO:0009279	cell outer membrane
BPS_RS14865	function	GO:0005515	protein binding
BPS_RS14875	process	GO:0044780	                     /GO_process=""GO:0044780 - bacterial-type flagellum
BPS_RS14875	process	GO:0045893	                     /GO_process=""GO:0045893 - positive regulation of
BPS_RS14880	function	GO:0003983	                     /GO_function=""GO:0003983 - UTP:glucose-1-phosphate
BPS_RS14880	process	GO:0006011	                     /GO_process=""GO:0006011 - UDP-alpha-D-glucose metabolic
BPS_RS14885	function	GO:0016853	isomerase activity
BPS_RS14885	function	GO:0046872	metal ion binding
BPS_RS14885	function	GO:0097367	                     /GO_function=""GO:0097367 - carbohydrate derivative binding
BPS_RS14885	process	GO:0005975	                     /GO_process=""GO:0005975 - carbohydrate metabolic process
BPS_RS14890	function	GO:0016788	                     /GO_function=""GO:0016788 - hydrolase activity, acting on
BPS_RS14895	function	GO:0008676	                     /GO_function=""GO:0008676 - 3-deoxy-8-phosphooctulonate
BPS_RS14910	function	GO:0009001	                     /GO_function=""GO:0009001 - serine O-acetyltransferase
BPS_RS14910	process	GO:0006535	                     /GO_process=""GO:0006535 - cysteine biosynthetic process
BPS_RS14920	component	GO:0016020	membrane
BPS_RS14920	function	GO:0140327	flippase activity
BPS_RS14925	process	GO:0000271	                     /GO_process=""GO:0000271 - polysaccharide biosynthetic
BPS_RS14930	function	GO:0004725	                     /GO_function=""GO:0004725 - protein tyrosine phosphatase
BPS_RS14930	process	GO:0006470	                     /GO_process=""GO:0006470 - protein dephosphorylation
BPS_RS14935	component	GO:0016020	membrane
BPS_RS14935	function	GO:0015159	                     /GO_function=""GO:0015159 - polysaccharide transmembrane
BPS_RS14935	process	GO:0015774	                     /GO_process=""GO:0015774 - polysaccharide transport
BPS_RS14945	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS14945	function	GO:0043565	                     /GO_function=""GO:0043565 - sequence-specific DNA binding
BPS_RS14945	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS14965	function	GO:0004308	                     /GO_function=""GO:0004308 - exo-alpha-sialidase activity
BPS_RS14965	process	GO:0005975	                     /GO_process=""GO:0005975 - carbohydrate metabolic process
BPS_RS14970	function	GO:0008080	                     /GO_function=""GO:0008080 - N-acetyltransferase activity
BPS_RS14970	function	GO:0016746	                     /GO_function=""GO:0016746 - acyltransferase activity
BPS_RS14975	function	GO:0016747	                     /GO_function=""GO:0016747 - acyltransferase activity,
BPS_RS14975	function	GO:0030170	                     /GO_function=""GO:0030170 - pyridoxal phosphate binding
BPS_RS14985	component	GO:0034081	                     /GO_component=""GO:0034081 - polyketide synthase complex
BPS_RS14985	process	GO:0030639	                     /GO_process=""GO:0030639 - polyketide biosynthetic process
BPS_RS14995	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS14995	function	GO:0070401	NADP+ binding
BPS_RS14995	function	GO:0070403	NAD+ binding
BPS_RS15030	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS15030	function	GO:0051287	NAD binding
BPS_RS15030	function	GO:0070403	NAD+ binding
BPS_RS15050	component	GO:0016020	membrane
BPS_RS15050	function	GO:0008146	                     /GO_function=""GO:0008146 - sulfotransferase activity
BPS_RS15055	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS15055	process	GO:0006486	protein glycosylation
BPS_RS15060	function	GO:0005524	ATP binding
BPS_RS15060	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS15060	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS15060	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS15065	component	GO:0016020	membrane
BPS_RS15065	component	GO:0043190	                     /GO_component=""GO:0043190 - ATP-binding cassette (ABC)
BPS_RS15065	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS15065	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS15065	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS15075	function	GO:0015159	                     /GO_function=""GO:0015159 - polysaccharide transmembrane
BPS_RS15075	process	GO:0000271	                     /GO_process=""GO:0000271 - polysaccharide biosynthetic
BPS_RS15075	process	GO:0015774	                     /GO_process=""GO:0015774 - polysaccharide transport
BPS_RS15080	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS15080	process	GO:0006486	protein glycosylation
BPS_RS15090	function	GO:0016779	                     /GO_function=""GO:0016779 - nucleotidyltransferase activity
BPS_RS15090	process	GO:0000271	                     /GO_process=""GO:0000271 - polysaccharide biosynthetic
BPS_RS15095	function	GO:0016740	transferase activity
BPS_RS15095	process	GO:0006541	                     /GO_process=""GO:0006541 - glutamine metabolic process
BPS_RS15100	component	GO:0016020	membrane
BPS_RS15100	function	GO:0008381	                     /GO_function=""GO:0008381 - mechanosensitive monoatomic ion
BPS_RS15100	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS15110	component	GO:0032300	                     /GO_component=""GO:0032300 - mismatch repair complex
BPS_RS15110	function	GO:0005524	ATP binding
BPS_RS15110	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS15110	function	GO:0030983	                     /GO_function=""GO:0030983 - mismatched DNA binding
BPS_RS15110	process	GO:0006298	mismatch repair
BPS_RS15115	component	GO:0005737	cytoplasm
BPS_RS15115	function	GO:0052381	                     /GO_function=""GO:0052381 - tRNA dimethylallyltransferase
BPS_RS15115	process	GO:0006400	tRNA modification
BPS_RS15125	function	GO:0004803	transposase activity
BPS_RS15125	process	GO:0006313	DNA transposition
BPS_RS15130	function	GO:0004641	                     /GO_function=""GO:0004641 -
BPS_RS15130	process	GO:0006189	                     /GO_process=""GO:0006189 - 'de novo' IMP biosynthetic
BPS_RS15135	function	GO:0016818	                     /GO_function=""GO:0016818 - hydrolase activity, acting on
BPS_RS15135	process	GO:0032297	                     /GO_process=""GO:0032297 - negative regulation of
BPS_RS15140	function	GO:0016787	hydrolase activity
BPS_RS15145	function	GO:0003723	RNA binding
BPS_RS15145	function	GO:1990817	                     /GO_function=""GO:1990817 - poly(A) RNA polymerase activity
BPS_RS15145	process	GO:0043633	                     /GO_process=""GO:0043633 - polyadenylation-dependent RNA
BPS_RS15150	function	GO:0003848	                     /GO_function=""GO:0003848 -
BPS_RS15150	process	GO:0009396	                     /GO_process=""GO:0009396 - folic acid-containing compound
BPS_RS15160	function	GO:0003864	                     /GO_function=""GO:0003864 - 3-methyl-2-oxobutanoate
BPS_RS15160	process	GO:0015940	                     /GO_process=""GO:0015940 - pantothenate biosynthetic
BPS_RS15170	function	GO:0005515	protein binding
BPS_RS15170	function	GO:0005524	ATP binding
BPS_RS15170	process	GO:0006457	protein folding
BPS_RS15170	process	GO:0009408	response to heat
BPS_RS15175	function	GO:0005524	ATP binding
BPS_RS15175	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS15175	process	GO:0006457	protein folding
BPS_RS15180	function	GO:0015035	                     /GO_function=""GO:0015035 - protein-disulfide reductase
BPS_RS15185	function	GO:0000774	                     /GO_function=""GO:0000774 - adenyl-nucleotide exchange
BPS_RS15185	function	GO:0051087	                     /GO_function=""GO:0051087 - protein-folding chaperone
BPS_RS15185	process	GO:0006457	protein folding
BPS_RS15190	function	GO:0003723	RNA binding
BPS_RS15195	function	GO:0004325	                     /GO_function=""GO:0004325 - ferrochelatase activity
BPS_RS15195	process	GO:0006779	                     /GO_process=""GO:0006779 - porphyrin-containing compound
BPS_RS15200	function	GO:0003677	DNA binding
BPS_RS15200	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS15205	function	GO:0003951	NAD+ kinase activity
BPS_RS15205	process	GO:0019674	NAD metabolic process
BPS_RS15210	function	GO:0005524	ATP binding
BPS_RS15210	process	GO:0006281	DNA repair
BPS_RS15210	process	GO:0006310	DNA recombination
BPS_RS15215	function	GO:0008882	                     /GO_function=""GO:0008882 - [glutamate-ammonia-ligase]
BPS_RS15225	function	GO:0016787	hydrolase activity
BPS_RS15230	function	GO:0008237	                     /GO_function=""GO:0008237 - metallopeptidase activity
BPS_RS15230	process	GO:0006508	proteolysis
BPS_RS15240	function	GO:0003849	                     /GO_function=""GO:0003849 - 3-deoxy-7-phosphoheptulonate
BPS_RS15240	process	GO:0009073	                     /GO_process=""GO:0009073 - aromatic amino acid family
BPS_RS15245	function	GO:0008941	                     /GO_function=""GO:0008941 - nitric oxide dioxygenase
BPS_RS15245	function	GO:0019825	oxygen binding
BPS_RS15245	function	GO:0020037	heme binding
BPS_RS15245	function	GO:0071949	FAD binding
BPS_RS15245	process	GO:0051409	                     /GO_process=""GO:0051409 - response to nitrosative stress
BPS_RS15250	function	GO:0008817	                     /GO_function=""GO:0008817 - corrinoid adenosyltransferase
BPS_RS15250	process	GO:0009236	                     /GO_process=""GO:0009236 - cobalamin biosynthetic process
BPS_RS15255	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS15255	function	GO:0071949	FAD binding
BPS_RS15260	function	GO:0003824	catalytic activity
BPS_RS15260	function	GO:0050660	                     /GO_function=""GO:0050660 - flavin adenine dinucleotide
BPS_RS15265	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS15265	function	GO:0071949	FAD binding
BPS_RS15270	function	GO:0051536	                     /GO_function=""GO:0051536 - iron-sulfur cluster binding
BPS_RS15275	function	GO:0030170	                     /GO_function=""GO:0030170 - pyridoxal phosphate binding
BPS_RS15280	function	GO:0004735	                     /GO_function=""GO:0004735 - pyrroline-5-carboxylate
BPS_RS15280	process	GO:0006561	                     /GO_process=""GO:0006561 - proline biosynthetic process
BPS_RS15285	component	GO:0005886	plasma membrane
BPS_RS15285	component	GO:0055052	                     /GO_component=""GO:0055052 - ATP-binding cassette (ABC)
BPS_RS15285	function	GO:0015416	                     /GO_function=""GO:0015416 - ABC-type phosphonate
BPS_RS15285	process	GO:0015716	                     /GO_process=""GO:0015716 - organic phosphonate transport
BPS_RS15290	component	GO:0043190	                     /GO_component=""GO:0043190 - ATP-binding cassette (ABC)
BPS_RS15290	process	GO:0015716	                     /GO_process=""GO:0015716 - organic phosphonate transport
BPS_RS15295	component	GO:0016020	membrane
BPS_RS15295	function	GO:0005524	ATP binding
BPS_RS15295	function	GO:0015416	                     /GO_function=""GO:0015416 - ABC-type phosphonate
BPS_RS15295	process	GO:0015716	                     /GO_process=""GO:0015716 - organic phosphonate transport
BPS_RS15305	function	GO:0018835	                     /GO_function=""GO:0018835 - carbon phosphorus lyase
BPS_RS15305	process	GO:0019634	                     /GO_process=""GO:0019634 - organic phosphonate metabolic
BPS_RS15310	function	GO:0018835	                     /GO_function=""GO:0018835 - carbon phosphorus lyase
BPS_RS15310	process	GO:0019634	                     /GO_process=""GO:0019634 - organic phosphonate metabolic
BPS_RS15325	process	GO:0019634	                     /GO_process=""GO:0019634 - organic phosphonate metabolic
BPS_RS15330	process	GO:0015716	                     /GO_process=""GO:0015716 - organic phosphonate transport
BPS_RS15330	process	GO:0019634	                     /GO_process=""GO:0019634 - organic phosphonate metabolic
BPS_RS15335	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS15335	process	GO:0015716	                     /GO_process=""GO:0015716 - organic phosphonate transport
BPS_RS15345	function	GO:0033863	                     /GO_function=""GO:0033863 - ribose 1,5-bisphosphate
BPS_RS15345	process	GO:0006015	                     /GO_process=""GO:0006015 - 5-phosphoribose 1-diphosphate
BPS_RS15350	function	GO:0008412	                     /GO_function=""GO:0008412 - 4-hydroxybenzoate
BPS_RS15350	process	GO:0006744	                     /GO_process=""GO:0006744 - ubiquinone biosynthetic process
BPS_RS15355	function	GO:0003677	DNA binding
BPS_RS15365	function	GO:0004096	catalase activity
BPS_RS15365	function	GO:0004601	peroxidase activity
BPS_RS15365	function	GO:0020037	heme binding
BPS_RS15365	process	GO:0006979	                     /GO_process=""GO:0006979 - response to oxidative stress
BPS_RS15370	function	GO:0003677	DNA binding
BPS_RS15370	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS15375	function	GO:0003678	DNA helicase activity
BPS_RS15375	process	GO:0006281	DNA repair
BPS_RS15375	process	GO:0006310	DNA recombination
BPS_RS15380	function	GO:0016740	transferase activity
BPS_RS15380	function	GO:0016853	isomerase activity
BPS_RS15385	component	GO:0005737	cytoplasm
BPS_RS15385	function	GO:0008479	                     /GO_function=""GO:0008479 - tRNA-guanosine(34) queuine
BPS_RS15385	process	GO:0006400	tRNA modification
BPS_RS15390	component	GO:0005886	plasma membrane
BPS_RS15390	function	GO:0015450	                     /GO_function=""GO:0015450 - protein-transporting ATPase
BPS_RS15390	process	GO:0009306	protein secretion
BPS_RS15395	component	GO:0031522	                     /GO_component=""GO:0031522 - cell envelope Sec protein
BPS_RS15395	function	GO:0015450	                     /GO_function=""GO:0015450 - protein-transporting ATPase
BPS_RS15395	process	GO:0006886	                     /GO_process=""GO:0006886 - intracellular protein transport
BPS_RS15395	process	GO:0043952	                     /GO_process=""GO:0043952 - protein transport by the Sec
BPS_RS15400	component	GO:0031522	                     /GO_component=""GO:0031522 - cell envelope Sec protein
BPS_RS15400	function	GO:0015450	                     /GO_function=""GO:0015450 - protein-transporting ATPase
BPS_RS15400	process	GO:0006886	                     /GO_process=""GO:0006886 - intracellular protein transport
BPS_RS15400	process	GO:0043952	                     /GO_process=""GO:0043952 - protein transport by the Sec
BPS_RS15405	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS15405	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS15420	component	GO:0016020	membrane
BPS_RS15420	function	GO:0009055	                     /GO_function=""GO:0009055 - electron transfer activity
BPS_RS15420	function	GO:0020037	heme binding
BPS_RS15420	function	GO:0046872	metal ion binding
BPS_RS15420	process	GO:0022904	                     /GO_process=""GO:0022904 - respiratory electron transport
BPS_RS15455	function	GO:0008757	                     /GO_function=""GO:0008757 - S-adenosylmethionine-dependent
BPS_RS15455	function	GO:1904047	                     /GO_function=""GO:1904047 - S-adenosyl-L-methionine binding
BPS_RS15455	process	GO:0001510	RNA methylation
BPS_RS15475	function	GO:0003677	DNA binding
BPS_RS15475	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS15475	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS15490	process	GO:1902600	                     /GO_process=""GO:1902600 - proton transmembrane transport
BPS_RS15495	function	GO:0016787	hydrolase activity
BPS_RS15495	function	GO:0046872	metal ion binding
BPS_RS15500	function	GO:0016740	transferase activity
BPS_RS15500	function	GO:0016783	                     /GO_function=""GO:0016783 - sulfurtransferase activity
BPS_RS15500	process	GO:0008033	tRNA processing
BPS_RS15510	function	GO:0005515	protein binding
BPS_RS15510	process	GO:0006749	                     /GO_process=""GO:0006749 - glutathione metabolic process
BPS_RS15515	function	GO:0030145	manganese ion binding
BPS_RS15515	function	GO:0070006	                     /GO_function=""GO:0070006 - metalloaminopeptidase activity
BPS_RS15520	function	GO:0016705	                     /GO_function=""GO:0016705 - oxidoreductase activity, acting
BPS_RS15520	function	GO:0071949	FAD binding
BPS_RS15520	process	GO:0006744	                     /GO_process=""GO:0006744 - ubiquinone biosynthetic process
BPS_RS15525	function	GO:0017150	                     /GO_function=""GO:0017150 - tRNA dihydrouridine synthase
